Date,Amount,Description,Category
2026-05-06,21.61,Samsclub 8276,groceries
2026-05-06,9.52,Samsclub 8276,groceries
2026-05-06,5.14,Sams Club 8276,shopping
2026-05-06,25.38,Tst Roosters Dixie H,fastfood
2026-05-07,5.10,Kroger 785 4915A Dixie,groceries
2026-05-07,2.51,Circle K 03228 5203 Gr,transport
2026-05-07,3.00,Ctlp Csc Serviceworks Melville * Ny,shopping
2026-05-07,22.16,Viet Hoa Food Market,groceries
2026-05-08,1.06,ABC*P 08039 PF DIXIE HWY,shopping
2026-05-08,11.84,Racetrac 2656,transport
2026-05-08,3.13,Circle K 03228 5203 Gr,transport
2026-05-08,-820.80,Refund: Visa Dda Ref 444500 Sams Club 8276,shopping
2026-05-09,18.01,AMAZON MKTPL*BV39V2R71,shopping
2026-05-09,11.20,AMAZON MKTPL*918CB7GC3,shopping
2026-05-10,4.93,AMAZON MKTPL*BV7V02RC1,shopping
2026-05-11,3.13,Circle K 03228 5203 Gr,transport
2026-05-11,151.30,Samsclub 8276,groceries
2026-05-11,5.69,Sams Club 8276,shopping
2026-05-11,21.84,Wal Mart 4524,groceries
2026-05-11,7.49,Kroger 785 4915A Dixie,groceries
2026-05-11,77.11,Meijer Store 162,groceries
2026-05-13,34.20,Wal Mart 4524,groceries
2026-05-13,25.38,Tst Roosters Dixie H,fastfood
2026-05-14,75.19,INTEREST CHARGE:PURCHASES,bills
2026-05-15,11.10,Racetrac 2656,transport
2026-05-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-05-18,3.13,CIRCLE K 03228,transport
2026-05-18,7.37,AMAZON PRIME*0P2BZ5NQ3,shopping
2026-05-18,2.51,Circle K 03228 5203 Gr,transport
2026-05-19,24.69,McDonalds 11126,fastfood
2026-05-19,25.38,TST* ROOSTERS  - DIXIE HW,fastfood
2026-05-19,21.20,OPENAI *CHATGPT SUBSCR,shopping
2026-05-19,19.74,CIRCLE K MIDWEST PREAUTHPMT Circle K M5203 Green d,transport
2026-05-20,0.12,Sams Club 8276,shopping
2026-05-20,9.50,Sams Club 8276,shopping
2026-05-20,8.46,Hobbylobby,shopping
2026-05-21,25.42,AMAZON MKTPL*9826O3G63,shopping
2026-05-21,7.82,Circle K 03228 5203 Gr,transport
2026-05-21,3.12,Wal Mart 4524,groceries
2026-05-23,0.99,APPLE.COM/BILL,bills
2026-05-24,10.58,WAL-MART #4524,groceries
2026-05-26,41.36,Kroger Fuel 878 4915 Di,groceries
2026-05-26,11.65,Domino S 1436,fastfood
2026-05-28,43.29,SAMSCLUB #8276,groceries
2026-05-28,10.65,Google Roblox,shopping
2026-05-28,13.72,Sams Club 8276,shopping
2026-05-29,39.39,JIMMY JOHNS - 4387,fastfood
2026-05-30,-2.71,Refund: CREDIT-CASH BACK REWARD,shopping
2026-05-30,-800.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-05-30,-300.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-06-01,51.94,ABC*PLANET FITNESS DIXIE,gym
2026-06-01,53.17,Walgreens Store 5100 Dix,gym
2026-06-01,325.00,Venmo Payment,shopping
2026-06-01,10.60,Venmo Payment,shopping
2026-06-01,10.39,Kroger 785,groceries
2026-06-01,1.76,Kroger 785 4915A Dixie,groceries
2026-06-01,1.67,Circle K 03228 5203 Gr,transport
2026-06-01,6.25,Circle K 03228 5203 Gr,transport
2026-06-02,211.99,Google One,shopping
2026-06-02,25.89,AMAZON MKTPL*TG93270H3,shopping
2026-06-02,35.20,Target Card Srvc Payment,shopping
2026-06-03,24.69,McDonalds 11126,fastfood
2026-06-03,-150.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-06-03,7.16,Cinemark 1092 Rstbar,entertainment
2026-06-03,43.04,Tst Roosters Dixie H,fastfood
2026-06-04,29.96,Wal Mart 4524,groceries
2026-06-04,12.68,The Home Depot 2302,shopping
2026-06-05,8.47,PAYPAL *STEAM GAMES,entertainment
2026-06-05,11.10,Racetrac 2656,transport
2026-06-05,13.75,Racetrac 2656,transport
2026-06-05,37.20,Wal Mart 1170,groceries
2026-06-06,31.39,OCULUS *8LYRSSV5Z2,shopping
2026-06-07,29.66,AMAZON MKTPL*JA6W23UQ3,shopping
2026-06-08,15.00,Venmo Payment,shopping
2026-06-08,5.30,Circle K 03312 14000 T,transport
2026-06-08,29.15,Kroger Fuel 829 7509 Te,groceries
2026-06-08,56.08,Walmart Com 800 925 6278 * Ar,groceries
2026-06-09,-180.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-06-10,-14.83,Refund: AMAZON MKTPLACE PMTS,shopping
2026-06-10,-25.42,Refund: AMAZON MKTPLACE PMTS,shopping
2026-06-10,3.02,Wal Mart 4524,groceries
2026-06-10,76.51,Wal Mart 4524,groceries
2026-06-10,25.40,Kroger 785,groceries
2026-06-10,24.15,Tst Roosters Dixie H,fastfood
2026-06-11,188.49,SAMSCLUB #8276,groceries
2026-06-11,13.77,AMAZON MKTPL*199389BF3,shopping
2026-06-11,6.75,AMAZON MKTPL*BY2NF8NA3,shopping
2026-06-11,10.28,Samsclub 8276,groceries
2026-06-12,10.59,ROBLOX 1.888.858.2569,shopping
2026-06-12,34.62,Wm Supercenter 4524,shopping
2026-06-12,-588.47,Refund: Visa Dda Ref 445501 Samsclub 8276,groceries
2026-06-13,5.08,PAYPAL *STEAM GAMES,entertainment
2026-06-13,5.08,PAYPAL *STEAM GAMES,entertainment
2026-06-13,5.08,PAYPAL *STEAM GAMES,entertainment
2026-06-13,73.18,INTEREST CHARGE:PURCHASES,bills
2026-06-15,31.64,Wm Supercenter 4524,shopping
2026-06-15,8.87,Wawa 7618,transport
2026-06-15,29.34,Jimmy Johns 4387,fastfood
2026-06-16,-8.47,Refund: PAYPAL *STEAM GAMES,entertainment
2026-06-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-06-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-06-17,11.10,Racetrac 2656,transport
2026-06-17,12.17,Racetrac 2656,transport
2026-06-18,7.37,AMAZON PRIME*RH9JT96L3,shopping
2026-06-21,22.74,Amazon.com*EM45B2833,shopping
2026-06-21,19.11,AMAZON MKTPL*XO0AG7OH3,shopping
2026-06-21,36.26,Kroger #785 (EBT),groceries
2026-06-22,8.47,OCULUS *VDM6ZS96Z2,shopping
2026-06-22,165.00,Sams Club #8276 (EBT),groceries
2026-06-22,26.35,Samsclub 8276,groceries
2026-06-22,12.30,Samsclub 8276,groceries
2026-06-22,44.14,CIRCLE K MIDWEST PREAUTHPMT Circle K M14000 Tayl v,transport
2026-06-22,30.00,Kroger 785,groceries
2026-06-22,3.49,Kroger 292 7509 Terry R,groceries
2026-06-22,6.26,Circle K 03312,transport
2026-06-23,0.99,APPLE.COM/BILL,bills
2026-06-23,12.86,Wal-Mart #4524 (EBT),groceries
2026-06-25,29.57,TST*PAPALINOS - LOUISVI,fastfood
2026-06-25,2.10,Circle K 03228,transport
2026-06-26,94.53,WM SUPERCENTER #4524,shopping
2026-06-26,10.48,PAYPAL *STEAM GAMES,entertainment
2026-06-27,45.00,Amazon.com*PL5NY0TQ3,shopping
2026-06-29,6.01,McDonalds 11126,fastfood
2026-06-29,9.31,McDonalds 11126,fastfood
2026-06-29,18.10,McDonalds 11126,fastfood
2026-06-29,10.60,FIVE BELOW 7165,shopping
2026-06-29,-13.77,Refund: AMAZON MKTPLACE PMTS,shopping
2026-06-29,7.93,Circle K 03228,transport
2026-06-30,32.10,WENDYS 7550,fastfood
2026-06-30,-1000.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-06-30,38.34,Kroger #785 (EBT),groceries
2026-06-30,3.35,Circle K 03228,transport
2026-06-30,39.95,Kroger 785,groceries
2026-07-01,51.94,ABC*PLANET FITNESS DIXIE,gym
2026-07-01,30.91,Wal-Mart #4524 (EBT),groceries
2026-07-01,95.21,Wal Mart 4524,groceries
2026-07-01,18.98,Wal Mart 4524,groceries
2026-07-01,425.00,Venmo Payment,shopping
2026-07-01,33.15,Venmo Payment,shopping
2026-07-02,12.85,Circle K 03228,transport
2026-07-03,22.72,Wal Mart 4524,groceries
2026-07-03,65.51,Kroger 785,groceries
2026-07-05,7.98,BLIZZARD *US1049745687,shopping
2026-07-06,90.89,Sams Club 8276,shopping
2026-07-06,10.60,Samsclub 8276,groceries
2026-07-06,3.59,Jimmy Johns 4387,fastfood
2026-07-06,23.90,Kroger 785,groceries
2026-07-06,6.86,Kroger 785 4915A Dixie,groceries
2026-07-06,2.10,CIRCLEK x3228,transport
2026-07-06,38.35,Jimmy Johns 4387,fastfood
2026-07-07,9.27,Amazon.com*8X3G680N3,shopping
2026-07-09,85.09,Wal Mart 4524,groceries
2026-07-09,36.83,Target Card Srvc Payment,shopping
2026-07-10,20.00,AMZN Digital*KF1119IO3,bills
2026-07-10,20.01,CIRCLE K MIDWEST PREAUTHPMT Circle K M5203 Green d,transport
2026-07-13,72.78,Samsclub 8276,groceries
2026-07-13,12.70,Samsclub 8276,groceries
2026-07-14,67.35,INTEREST CHARGE:PURCHASES,bills
2026-07-14,39.89,CIRCLE K MIDWEST PREAUTHPMT Circle K M5203 Green d,transport
2026-07-14,26.52,Venmo Payment,shopping
2026-07-14,13.78,Pizza Hut 036951,fastfood
2026-07-15,50.02,Kroger #785 (EBT),groceries
2026-07-15,32.55,Tst Roosters Dixie H,fastfood
2026-07-16,19.08,MINUTEKEY,shopping
2026-07-17,44.55,SAMSCLUB #8276,groceries
2026-07-17,2.10,PAYPAL *STEAM GAMES,entertainment
2026-07-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-07-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-07-17,19.86,Wm Supercenter # (EBT),groceries
2026-07-17,44.38,Sams Club #8276 (EBT),groceries
2026-07-17,35.23,Samsclub 8276,groceries
2026-07-17,12.70,Sams Club 8276,shopping
2026-07-20,9.99,PAYPAL *INDIFFERENT,shopping
2026-07-20,14.71,Amazon.com*UL3EU82K3,shopping
2026-07-20,7.61,Iga Express 88 Cave City * Ky,shopping
2026-07-20,3.45,Dollar Tree,shopping
2026-07-21,7.98,Wm Supercenter # (EBT),groceries
2026-07-21,6.25,CIRCLEK x3228,transport
2026-07-22,8.05,Autozone 0613 7828 Dixi,transport
2026-07-22,28.32,Tst Roosters Dixie H,fastfood
2026-07-23,0.99,APPLE.COM/BILL,bills
2026-07-23,7.93,CIRCLEK x3228,transport
2026-07-24,185.00,JM AUTO LLC,shopping
2026-07-24,28.34,Wal-Mart #4524 (EBT),groceries
2026-07-27,199.71,Sams Club #8276 (EBT),groceries
2026-07-27,165.50,Sams Club #8276 (EBT),groceries
2026-07-27,66.07,Samsclub 8276,groceries
2026-07-27,14.27,Samsclub 8276,groceries
2026-07-27,39.83,Target Card Srvc Payment,shopping
2026-07-28,27.40,McDonalds 11126,fastfood
2026-07-28,82.31,WM SUPERCENTER #1170,shopping
2026-07-29,24.95,FANTASTIC SAMS- VALLEY E,shopping
2026-07-29,-486.91,Refund: Visa Dda Ref 444500 Sams Club 8276,shopping
2026-07-30,12.71,AMAZON MKTPL*1J2UM8V53,shopping
2026-07-30,-1000.00,Refund: CAPITAL ONE MOBILE PYMT,transport
2026-07-30,5.56,Thorntons 0050,transport
2026-07-31,99.92,Wm Supercenter 4524,shopping
2026-07-31,425.00,Venmo Payment,shopping
2026-07-31,41.61,Jimmy Johns 4387,fastfood
2026-07-31,29.50,Meijer Store 162,groceries
2026-08-02,47.84,AMAZON MKTPL*5N25N5242,shopping
2026-08-03,10.59,PAYPAL *STEAM GAMES,entertainment
2026-08-03,12.83,Wm Supercenter 4524,shopping
2026-08-03,27.75,Kroger Fuel 878 4915 Di,groceries
2026-08-03,12.36,Wal Mart 4524,groceries
2026-08-03,14.82,Domino S 1436,fastfood
2026-08-03,5.29,Roblox 1 888 858 2569 Corp Roblox C * Ca,shopping
2026-08-05,37.37,Etsy.com*MeYDecals,shopping
2026-08-05,3.35,CIRCLEK x3228,transport
2026-08-05,24.13,Tst Roosters Dixie H,fastfood
2026-08-06,13.77,Five Below 7165,shopping
2026-08-06,83.34,Sams Club 8276,shopping
2026-08-06,205.75,Sams Club 8276,shopping
2026-08-06,15.60,Samsclub 8276,groceries
2026-08-06,60.89,Target Card Srvc Payment,shopping
2026-08-06,40.00,Venmo Payment,shopping
2026-08-06,22.98,Meijer Store 162,groceries
2026-08-07,5.53,Etsy,shopping
2026-08-07,6.77,Etsy,shopping
2026-08-07,6.25,CIRCLEK x3228,transport
2026-08-07,8.64,Kroger 785 4915A Dixie,groceries
2026-08-07,47.64,Meijer Store 162,groceries
2026-08-09,27.07,McDonalds 11126,fastfood
2026-08-09,12.24,WM SUPERCENTER #4524,shopping
2026-08-10,3.91,Racetrac 2611 Shepherdsvill * Ky,transport
2026-08-11,95.25,Wal Mart 4524,groceries
2026-08-12,2.51,CIRCLEK x3228,transport
2026-08-12,28.32,Tst Roosters Dixie H,fastfood
2026-08-13,8.98,AMAZON MKTPL*5H6WL4BA2,shopping
2026-08-13,30.25,Wm Supercenter 4524,shopping
2026-08-13,25.18,CIRCLE K MIDWEST PREAUTHPMT Circle K M5203 Green d,transport
2026-08-14,60.32,INTEREST CHARGE:PURCHASES,bills
2026-08-14,5.29,Hobbylobby,shopping
2026-08-15,10.07,AMZN Digital*5A30C6CN1,bills
2026-08-16,6.59,Meijer 162 (EBT),groceries
2026-08-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-08-17,15.90,ABC*PLANET FITNESS DIXIE,gym
2026-08-17,36.97,Wm Supercenter # (EBT),groceries
2026-08-17,3.13,CIRCLEK x3228,transport
2026-08-17,30.17,Wal Mart 4524,groceries
2026-08-17,3.42,Thorntons 0056,transport
2026-08-18,9.99,PP*GOOGLE YOUTUBE SUBSCRI,bills
2026-08-19,196.68,Samsclub #8276 (EBT),groceries
2026-08-19,119.86,Samsclub 8276,groceries
2026-08-19,14.82,Samsclub 8276,groceries
2026-08-19,29.37,Tst Roosters Dixie H,fastfood
2026-08-20,9.99,PAYPAL *INDIFFERENT,shopping
2026-08-20,15.58,Viet Hoa Food Market,groceries
2026-08-21,34.70,Wm Supercenter # (EBT),groceries
2026-08-21,4.80,Thorntons 0056,transport
2026-08-23,0.99,APPLE.COM/BILL,bills
2026-08-24,75.87,WAL-MART #4524,groceries
2026-08-24,10.32,PAYPAL *STEAM GAMES,entertainment
2026-08-24,75.45,Wm Supercenter # (EBT),groceries
2026-08-24,6.55,The Home Depot 2302,shopping
2026-08-24,20.85,CIRCLE K MIDWEST PREAUTHPMT Circle K M5203 Green d,transport
2026-08-25,19.44,Wal-Mart #4524 (EBT),groceries
2026-08-26,24.46,Meijer 162 (EBT),groceries
2026-08-26,20.62,Meijer 162 (EBT),groceries
2026-08-26,1.67,CIRCLEK x3228,transport
2026-08-27,7.74,Thorntons 0050,transport
2026-08-27,27.31,Meijer Store 162,groceries
